,internal_id,media_outlet,policy
994,556,NBC,Does not mention
995,557,CNN,Does not mention
996,557,CNN,Does not mention
997,559,Fox,Does not mention
998,559,Fox,Does not mention
999,561,MSNBC,Supports
1000,561,MSNBC,Supports
1001,563,CNN,Does not mention
1002,563,CNN,Does not mention
1003,567,CBS,Does not mention
1004,567,CBS,Does not mention
1005,568,CNN,Does not mention
1006,568,CNN,Does not mention
1007,569,CBS,Does not mention
1008,569,CBS,Does not mention
1009,570,NBC,Does not mention
1010,570,NBC,Does not mention
1011,571,ABC,Does not mention
1012,571,ABC,Does not mention
1013,572,CNN,Does not mention
1014,572,CNN,Does not mention
1015,573,CNN,Does not mention
1016,573,CNN,Does not mention
1017,574,CNN,Does not mention
1018,574,CNN,Does not mention
1019,575,MSNBC,Does not mention
1020,575,MSNBC,Does not mention
1021,576,CNN,Does not mention
1022,576,CNN,Does not mention
1023,577,CNN,Does not mention
1024,577,CNN,Does not mention
1025,578,CNN,Does not mention
1026,578,CNN,Does not mention
1027,579,Fox,Does not mention
1028,579,Fox,Does not mention
1029,580,CNN,Supports
1030,580,CNN,Supports
1031,581,CNN,Does not mention
1032,581,CNN,Does not mention
1033,582,CNN,Does not mention
1034,582,CNN,Does not mention
1035,583,CNN,Does not mention
1036,583,CNN,Does not mention
1037,584,CNN,Does not mention
1038,584,CNN,Does not mention
1039,585,Fox,Does not mention
1040,585,Fox,Does not mention
1041,586,PBS,Does not mention
1042,586,PBS,Does not mention
1043,588,CNN,Does not mention
1044,588,CNN,Does not mention
1045,589,CNN,Does not mention
1046,589,CNN,Does not mention
1047,590,ABC,Does not mention
1048,590,ABC,Does not mention
1049,591,NBC,Does not mention
1050,591,NBC,Does not mention
1051,592,CNN,Does not mention
1052,592,CNN,Does not mention
1053,593,CBS,Does not mention
1054,593,CBS,Does not mention
1055,594,MSNBC,Does not mention
1056,594,MSNBC,Does not mention
1057,595,CNN,Does not mention
1058,595,CNN,Does not mention
1059,596,MSNBC,Does not mention
1060,596,MSNBC,Does not mention
1061,597,ABC,Does not mention
1062,597,ABC,Does not mention
1063,598,CBS,Does not mention
1064,598,CBS,Does not mention
1065,599,Fox,Does not mention
1066,599,Fox,Does not mention
1067,600,ABC,Does not mention
1068,600,ABC,Does not mention
1069,601,CNN,Does not mention
1070,601,CNN,Does not mention
1071,602,CNN,Does not mention
1072,602,CNN,Does not mention
1073,603,CNN,Does not mention
1074,603,CNN,Does not mention
1075,604,ABC,Does not mention
1076,604,ABC,Does not mention
1077,606,CNN,Does not mention
1078,606,CNN,Does not mention
1079,607,CNN,Does not mention
1080,607,CNN,Does not mention
1081,608,CBS,Does not mention
1082,608,CBS,Does not mention
1083,609,MSNBC,Does not mention
1084,609,MSNBC,Does not mention
1085,610,CNN,Does not mention
1086,610,CNN,Does not mention
1087,611,ABC,Does not mention
1088,611,ABC,Does not mention
1089,612,ABC,Does not mention
1090,612,ABC,Does not mention
1091,613,Fox,Does not mention
1092,613,Fox,Does not mention
1093,614,NBC,Does not mention
1094,614,NBC,Does not mention
1095,615,NBC,Does not mention
1096,615,NBC,Does not mention
1097,616,PBS,Does not mention
1098,616,PBS,Does not mention
1099,617,CBS,Does not mention
1100,617,CBS,Does not mention
1101,618,Fox,Does not mention
1102,618,Fox,Does not mention
1103,619,ABC,Does not mention
1104,619,ABC,Does not mention
1105,620,ABC,Does not mention
1106,620,ABC,Does not mention
1107,622,MSNBC,Does not mention
1108,622,MSNBC,Does not mention
1109,623,CBS,Does not mention
1110,623,CBS,Does not mention
1111,624,CBS,Does not mention
1112,624,CBS,Does not mention
1113,625,CNN,Does not mention
1114,625,CNN,Does not mention
1115,626,ABC,Does not mention
1116,626,ABC,Does not mention
1117,627,ABC,Does not mention
1118,627,ABC,Does not mention
1119,628,NBC,Does not mention
1120,628,NBC,Does not mention
1121,629,MSNBC,Does not mention
1122,629,MSNBC,Does not mention
1123,630,CNN,Does not mention
1124,630,CNN,Does not mention
1125,631,ABC,Does not mention
1126,631,ABC,Does not mention
1127,632,CNN,Does not mention
1128,632,CNN,Does not mention
1129,633,CNN,Supports
1130,633,CNN,Supports
1131,634,NBC,Supports
1132,634,NBC,Supports
1133,635,CBS,Does not mention
1134,635,CBS,Does not mention
1135,637,ABC,Does not mention
1136,637,ABC,Does not mention
1137,638,Fox,Does not mention
1138,638,Fox,Opposes
1139,639,CNN,Does not mention
1140,639,CNN,Does not mention
1141,640,CNN,Does not mention
1142,640,CNN,Does not mention
1143,641,NBC,Neutral
1144,641,NBC,Neutral
1145,642,CNN,Does not mention
1146,642,CNN,Does not mention
1147,643,CNN,Does not mention
1148,643,CNN,Does not mention
1149,644,CNN,Does not mention
1150,644,CNN,Does not mention
1151,645,CNN,Does not mention
1152,645,CNN,Does not mention
1153,646,CBS,Does not mention
1154,646,CBS,Does not mention
1155,647,CNN,Does not mention
1156,647,CNN,Does not mention
1157,648,CNN,Does not mention
1158,648,CNN,Does not mention
1159,649,NBC,Does not mention
1160,649,NBC,Does not mention
1161,650,Fox,Does not mention
1162,650,Fox,Does not mention
1163,651,CNN,Does not mention
1164,651,CNN,Does not mention
1165,653,NBC,Does not mention
1166,653,NBC,Does not mention
1167,654,CBS,Does not mention
1168,654,CBS,Does not mention
1169,655,ABC,Does not mention
1170,655,ABC,Does not mention
1171,656,CNN,Does not mention
1172,656,CNN,Does not mention
1173,657,PBS,Does not mention
1174,657,PBS,Does not mention
1175,658,PBS,Does not mention
1176,658,PBS,Does not mention
1177,659,CNN,Does not mention
1178,659,CNN,Does not mention
1179,660,ABC,Does not mention
1180,660,ABC,Does not mention
1181,661,MSNBC,Does not mention
1182,661,MSNBC,Does not mention
1183,662,CNN,Does not mention
1184,662,CNN,Does not mention
1185,663,ABC,Does not mention
1186,663,ABC,Does not mention
1187,664,NBC,Does not mention
1188,664,NBC,Does not mention
1189,665,CBS,Does not mention
1190,665,CBS,Does not mention
1191,666,Fox,Does not mention
1192,666,Fox,Does not mention
1193,667,CBS,Does not mention
1194,667,CBS,Does not mention
1195,668,CBS,Does not mention
1196,668,CBS,Does not mention
1197,669,CBS,Does not mention
1198,669,CBS,Does not mention
1199,670,ABC,Does not mention
1200,670,ABC,Does not mention
1201,671,CNN,Does not mention
1202,671,CNN,Does not mention
1203,673,CNN,Does not mention
1204,673,CNN,Does not mention
1205,674,NBC,Does not mention
1206,674,NBC,Does not mention
1207,675,PBS,Does not mention
1208,675,PBS,Neutral
1209,677,CNN,Does not mention
1210,677,CNN,Does not mention
1211,678,CBS,Does not mention
1212,678,CBS,Does not mention
1213,679,CBS,Does not mention
1214,679,CBS,Does not mention
1215,680,NBC,Does not mention
1216,680,NBC,Does not mention
1217,681,CNN,Does not mention
1218,681,CNN,Does not mention
1219,682,Fox,Does not mention
1220,682,Fox,Does not mention
1221,683,NBC,Does not mention
1222,683,NBC,Does not mention
1223,684,MSNBC,Neutral
1224,684,MSNBC,Neutral
1225,685,NBC,Does not mention
1226,685,NBC,Neutral
1227,686,CNN,Does not mention
1228,686,CNN,Does not mention
1229,687,CNN,Does not mention
1230,687,CNN,Does not mention
1231,688,MSNBC,Does not mention
1232,688,MSNBC,Does not mention
1233,689,CBS,Does not mention
1234,689,CBS,Does not mention
1235,690,CBS,Does not mention
1236,690,CBS,Does not mention
1237,691,Fox,Does not mention
1238,691,Fox,Does not mention
1239,692,CBS,Does not mention
1240,692,CBS,Does not mention
1241,693,CNN,Does not mention
1242,693,CNN,Does not mention
1243,694,CNN,Does not mention
1244,694,CNN,Does not mention
1245,695,Fox,Does not mention
1246,695,Fox,Does not mention
1247,696,CBS,Does not mention
1248,696,CBS,Does not mention
1249,697,CBS,Does not mention
1250,697,CBS,Does not mention
1251,698,NBC,Does not mention
1252,698,NBC,Does not mention
1253,699,MSNBC,Supports
1254,699,MSNBC,Supports
1255,701,CNN,Does not mention
1256,701,CNN,Does not mention
1257,703,CNN,Supports
1258,703,CNN,Supports
1259,704,CNN,Neutral
1260,704,CNN,Does not mention
1261,705,Fox,Does not mention
1262,706,MSNBC,Neutral
1263,706,MSNBC,Neutral
1264,707,CNN,Neutral
1265,707,CNN,Debate
1266,708,Fox,Debate
1267,708,Fox,Debate
1268,709,CNN,Supports
1269,709,CNN,Supports
1270,710,CNN,Supports
1271,710,CNN,Supports
1272,711,CNN,Does not mention
1273,711,CNN,Neutral
1274,712,MSNBC,Does not mention
1275,712,MSNBC,Does not mention
1276,713,Fox,Does not mention
1277,713,Fox,Does not mention
1278,714,CNN,Supports
1279,714,CNN,Supports
1280,715,CNN,Supports
1281,715,CNN,Supports
1282,716,CNN,Supports
1283,716,CNN,Supports
1284,717,MSNBC,Neutral
1285,717,MSNBC,Does not mention
1286,718,PBS,Debate
1287,718,PBS,Debate
1288,720,Fox,Does not mention
1289,720,Fox,Does not mention
1290,721,MSNBC,Does not mention
1291,721,MSNBC,Does not mention
1292,722,MSNBC,Does not mention
1293,722,MSNBC,Does not mention
1294,723,PBS,Does not mention
1295,723,PBS,Does not mention
1296,724,Fox,Does not mention
1297,724,Fox,Does not mention
1298,725,CNN,Does not mention
1299,725,CNN,Does not mention
1300,728,MSNBC,Does not mention
1301,728,MSNBC,Does not mention
1302,729,Fox,Does not mention
1303,729,Fox,Does not mention
1304,730,CNN,Does not mention
1305,730,CNN,Does not mention
1306,732,CBS,Does not mention
1307,732,CBS,Does not mention
1308,733,CBS,Does not mention
1309,733,CBS,Does not mention
1310,734,CNN,Supports
1311,734,CNN,Supports
1312,735,Fox,Opposes
1313,735,Fox,Opposes
1314,736,ABC,Does not mention
1315,736,ABC,Does not mention
1316,738,CNN,Supports
1317,738,CNN,Supports
1318,739,Fox,Does not mention
1319,739,Fox,Does not mention
1320,740,CNN,Does not mention
1321,740,CNN,Does not mention
1322,741,CBS,Does not mention
1323,741,CBS,Does not mention
1324,742,Fox,Debate
1325,742,Fox,Debate
1326,743,NBC,Supports
1327,743,NBC,Supports
1328,744,ABC,Does not mention
1329,744,ABC,Does not mention
1330,745,MSNBC,Does not mention
1331,745,MSNBC,Does not mention
1332,746,CNN,Does not mention
1333,746,CNN,Does not mention
1334,747,MSNBC,Does not mention
1335,747,MSNBC,Does not mention
1336,748,MSNBC,Does not mention
1337,748,MSNBC,Does not mention
1338,749,CNN,Does not mention
1339,749,CNN,Does not mention
1340,750,CNN,Supports
1341,750,CNN,Supports
1342,751,CNN,Supports
1343,751,CNN,Does not mention
1344,752,CNN,Does not mention
1345,752,CNN,Does not mention
1346,753,Fox,Opposes
1347,753,Fox,Opposes
1348,754,CNN,Supports
1349,754,CNN,Supports
1350,755,MSNBC,Does not mention
1351,755,MSNBC,Neutral
1352,756,CNN,Supports
1353,756,CNN,Supports
1354,757,CNN,Supports
1355,757,CNN,Supports
1356,758,MSNBC,Does not mention
1357,758,MSNBC,Does not mention
1358,759,CNN,Does not mention
1359,759,CNN,Does not mention
1360,760,MSNBC,Does not mention
1361,760,MSNBC,Does not mention
1362,761,Fox,Opposes
1363,762,CNN,Does not mention
1364,762,CNN,Does not mention
1365,763,Fox,Does not mention
1366,763,Fox,Does not mention
1367,764,CNN,Supports
1368,764,CNN,Supports
1369,766,CNN,Supports
1370,766,CNN,Neutral
1371,768,Fox,Neutral
1372,768,Fox,Neutral
1373,769,Fox,Does not mention
1374,769,Fox,Neutral
1375,770,MSNBC,Does not mention
1376,770,MSNBC,Does not mention
1377,771,ABC,Does not mention
1378,771,ABC,Does not mention
1379,772,MSNBC,Does not mention
1380,772,MSNBC,Does not mention
1381,773,CNN,Does not mention
1382,773,CNN,Does not mention
1383,775,CNN,Does not mention
1384,775,CNN,Does not mention
1385,776,ABC,Does not mention
1386,776,ABC,Does not mention
1387,777,CBS,Supports
1388,777,CBS,Supports
1389,778,MSNBC,Supports
1390,778,MSNBC,Supports
1391,779,MSNBC,Supports
1392,779,MSNBC,Supports
1393,780,Fox,Does not mention
1394,780,Fox,Does not mention
1395,781,MSNBC,Does not mention
1396,781,MSNBC,Does not mention
1397,782,CNN,Does not mention
1398,782,CNN,Does not mention
1399,785,Fox,Does not mention
1400,785,Fox,Does not mention
1401,786,PBS,Debate
1402,786,PBS,Debate
1403,787,MSNBC,Does not mention
1404,787,MSNBC,Does not mention
1405,788,CNN,Neutral
1406,788,CNN,Neutral
1407,789,CNN,Does not mention
1408,789,CNN,Neutral
1409,790,CNN,Does not mention
1410,791,Fox,Debate
1411,791,Fox,Opposes
1412,792,CNN,Neutral
1413,792,CNN,Neutral
1414,793,MSNBC,Supports
1415,793,MSNBC,Supports
1416,794,PBS,Does not mention
1417,794,PBS,Does not mention
1418,795,CNN,Supports
1419,795,CNN,Supports
1420,796,Fox,Does not mention
1421,796,Fox,Does not mention
1422,797,MSNBC,Supports
1423,797,MSNBC,Supports
1424,798,CNN,Supports
1425,798,CNN,Supports
1426,799,MSNBC,Does not mention
1427,799,MSNBC,Does not mention
1428,800,MSNBC,Does not mention
1429,800,MSNBC,Does not mention
1430,801,CNN,Does not mention
1431,801,CNN,Does not mention
1432,802,CNN,Does not mention
1433,802,CNN,Does not mention
1434,804,CNN,Does not mention
1435,804,CNN,Does not mention
1436,805,CNN,Does not mention
1437,805,CNN,Does not mention
1438,806,CNN,Does not mention
1439,806,CNN,Does not mention
1440,807,Fox,Does not mention
1441,807,Fox,Neutral
1442,808,CNN,Does not mention
1443,808,CNN,Does not mention
1444,809,CNN,Does not mention
1445,809,CNN,Does not mention
1446,811,MSNBC,Does not mention
1447,811,MSNBC,Does not mention
1448,812,MSNBC,Does not mention
1449,812,MSNBC,Does not mention
1450,813,CNN,Does not mention
1451,813,CNN,Does not mention
1452,814,CNN,Does not mention
1453,814,CNN,Does not mention
1454,815,CBS,Does not mention
1455,815,CBS,Does not mention
1456,816,CBS,Does not mention
1457,816,CBS,Does not mention
1458,817,MSNBC,Neutral
1459,817,MSNBC,Neutral
1460,819,Fox,Neutral
1461,819,Fox,Does not mention
1462,820,CNN,Does not mention
1463,820,CNN,Does not mention
1464,821,CBS,Does not mention
1465,821,CBS,Does not mention
1466,822,CBS,Does not mention
1467,822,CBS,Does not mention
1468,823,CNN,Does not mention
1469,823,CNN,Does not mention
1470,824,Fox,Does not mention
1471,824,Fox,Does not mention
1472,825,CBS,Does not mention
1473,825,CBS,Does not mention
1474,826,Fox,Does not mention
1475,826,Fox,Does not mention
1476,827,CBS,Does not mention
1477,827,CBS,Does not mention
1478,828,ABC,Supports
1479,828,ABC,Supports
1480,829,CNN,Does not mention
1481,829,CNN,Does not mention
1482,830,CNN,Does not mention
1483,830,CNN,Does not mention
1484,831,CNN,Does not mention
1485,831,CNN,Does not mention
1486,832,Fox,Opposes
1487,832,Fox,Opposes
1488,833,Fox,Neutral
1489,833,Fox,Neutral
1490,834,MSNBC,Does not mention
1491,834,MSNBC,Does not mention
1492,836,CNN,Does not mention
1493,836,CNN,Does not mention
1494,837,CNN,Does not mention
1495,837,CNN,Does not mention
1496,838,MSNBC,Does not mention
1497,838,MSNBC,Supports
1498,839,CNN,Does not mention
1499,839,CNN,Supports
1500,840,CNN,Does not mention
1501,840,CNN,Does not mention
1502,841,CNN,Does not mention
1503,841,CNN,Does not mention
1504,842,NBC,Does not mention
1505,842,NBC,Does not mention
1506,843,ABC,Does not mention
1507,843,ABC,Does not mention
1508,844,MSNBC,Does not mention
1509,844,MSNBC,Does not mention
1510,845,CNN,Does not mention
1511,845,CNN,Does not mention
1512,846,NBC,Does not mention
1513,846,NBC,Does not mention
1514,848,CBS,Does not mention
1515,848,CBS,Does not mention
1516,849,ABC,Does not mention
1517,849,ABC,Does not mention
1518,850,CNN,Does not mention
1519,850,CNN,Does not mention
1520,852,Fox,Does not mention
1521,852,Fox,Does not mention
1522,853,MSNBC,Does not mention
1523,853,MSNBC,Does not mention
1524,854,CBS,Does not mention
1525,854,CBS,Does not mention
1526,855,Fox,Does not mention
1527,855,Fox,Does not mention
1528,856,MSNBC,Debate
1529,856,MSNBC,Debate
1530,857,CNN,Does not mention
1531,857,CNN,Does not mention
1532,859,MSNBC,Does not mention
1533,859,MSNBC,Does not mention
1534,860,CNN,Does not mention
1535,860,CNN,Does not mention
1536,864,Fox,Does not mention
1537,864,Fox,Does not mention
1538,865,CBS,Supports
1539,865,CBS,Supports
1540,866,CNN,Does not mention
1541,866,CNN,Does not mention
1542,867,CNN,Does not mention
1543,867,CNN,Does not mention
1544,868,CNN,Does not mention
1545,868,CNN,Does not mention
1546,869,MSNBC,Supports
1547,869,MSNBC,Supports
1548,870,Fox,Does not mention
1549,870,Fox,Does not mention
1550,872,ABC,Does not mention
1551,872,ABC,Does not mention
1552,873,NBC,Does not mention
1553,873,NBC,Does not mention
1554,874,CBS,Does not mention
1555,874,CBS,Does not mention
1556,875,Fox,Does not mention
1557,875,Fox,Does not mention
1558,876,CNN,Does not mention
1559,876,CNN,Does not mention
1560,877,MSNBC,Does not mention
1561,877,MSNBC,Neutral
1562,878,ABC,Does not mention
1563,878,ABC,Does not mention
1564,879,PBS,Does not mention
1565,879,PBS,Does not mention
1566,880,CNN,Does not mention
1567,880,CNN,Does not mention
1568,881,CNN,Does not mention
1569,881,CNN,Does not mention
1570,882,CNN,Does not mention
1571,882,CNN,Does not mention
1572,883,NBC,Does not mention
1573,883,NBC,Does not mention
1574,884,CBS,Does not mention
1575,884,CBS,Does not mention
1576,885,CNN,Opposes
1577,886,CNN,Neutral
1578,886,CNN,Neutral
1579,888,PBS,Debate
1580,888,PBS,Debate
1581,889,Fox,Does not mention
1582,889,Fox,Does not mention
1583,890,Fox,Does not mention
1584,890,Fox,Does not mention
1585,892,CBS,Does not mention
1586,892,CBS,Does not mention
1587,893,CNN,Neutral
1588,893,CNN,Neutral
1589,894,Fox,Does not mention
1590,894,Fox,Does not mention
1591,895,MSNBC,Does not mention
1592,895,MSNBC,Debate
1593,896,Fox,Does not mention
1594,896,Fox,Does not mention
1595,897,MSNBC,Does not mention
1596,897,MSNBC,Does not mention
1597,898,CNN,Supports
1598,898,CNN,Supports
1599,899,Fox,Does not mention
1600,900,ABC,Does not mention
1601,900,ABC,Does not mention
1602,901,MSNBC,Does not mention
1603,901,MSNBC,Does not mention
1604,902,CNN,Does not mention
1605,902,CNN,Does not mention
1606,903,CBS,Does not mention
1607,903,CBS,Does not mention
1608,904,Fox,Does not mention
1609,904,Fox,Does not mention
1610,905,MSNBC,Does not mention
1611,905,MSNBC,Does not mention
1612,906,ABC,Does not mention
1613,906,ABC,Does not mention
1614,907,CNN,Supports
1615,907,CNN,Supports
1616,908,CNN,Does not mention
1617,908,CNN,Does not mention
1618,909,CNN,Does not mention
1619,909,CNN,Does not mention
1620,910,MSNBC,Does not mention
1621,910,MSNBC,Does not mention
1622,911,Fox,Opposes
1623,911,Fox,Opposes
1624,912,CNN,Does not mention
1625,912,CNN,Does not mention
1626,913,MSNBC,Supports
1627,913,MSNBC,Supports
1628,914,CNN,Supports
1629,914,CNN,Supports
1630,915,CNN,Does not mention
1631,915,CNN,Does not mention
1632,916,PBS,Does not mention
1633,916,PBS,Does not mention
1634,917,Fox,Opposes
1635,917,Fox,Neutral
1636,919,CNN,Does not mention
1637,919,CNN,Does not mention
1638,920,MSNBC,Supports
1639,920,MSNBC,Supports
1640,922,CNN,Does not mention
1641,922,CNN,Does not mention
1642,923,CBS,Does not mention
1643,923,CBS,Does not mention
1644,924,Fox,Opposes
1645,924,Fox,Opposes
1646,925,CNN,Does not mention
1647,925,CNN,Does not mention
1648,926,CBS,Does not mention
1649,926,CBS,Does not mention
1650,927,CNN,Does not mention
1651,927,CNN,Does not mention
1652,928,MSNBC,Supports
1653,928,MSNBC,Supports
1654,929,CNN,Does not mention
1655,929,CNN,Does not mention
1656,930,MSNBC,Does not mention
1657,930,MSNBC,Does not mention
1658,931,Fox,Does not mention
1659,931,Fox,Does not mention
1660,932,MSNBC,Does not mention
1661,932,MSNBC,
1662,933,CNN,Supports
1663,933,CNN,Supports
1664,934,CNN,Supports
1665,934,CNN,Supports
1666,935,MSNBC,Neutral
1667,935,MSNBC,Neutral
1668,936,CBS,Does not mention
1669,936,CBS,Does not mention
1670,937,CNN,Does not mention
1671,937,CNN,Does not mention
1672,938,Fox,Does not mention
1673,938,Fox,Does not mention
1674,939,Fox,Opposes
1675,939,Fox,Opposes
1676,940,CNN,Supports
1677,940,CNN,Supports
1678,941,PBS,Does not mention
1679,941,PBS,Supports
1680,943,CNN,Supports
1681,943,CNN,Supports
1682,944,MSNBC,Does not mention
1683,944,MSNBC,Does not mention
1684,945,CNN,Neutral
1685,945,CNN,Neutral
1686,947,Fox,Neutral
1687,947,Fox,Supports
1688,948,CNN,Supports
1689,948,CNN,Supports
1690,949,MSNBC,Does not mention
1691,949,MSNBC,Does not mention
1692,951,CNN,Neutral
1693,951,CNN,Neutral
1694,952,CBS,Supports
1695,952,CBS,Supports
1696,953,CNN,Does not mention
1697,953,CNN,Does not mention
1698,954,CNN,Does not mention
1699,954,CNN,Does not mention
1700,955,MSNBC,Does not mention
1701,955,MSNBC,Does not mention
1702,956,PBS,Does not mention
1703,956,PBS,Does not mention
1704,957,PBS,Does not mention
1705,957,PBS,Does not mention
1706,958,Fox,Opposes
1707,958,Fox,Opposes
1708,959,CNN,Neutral
1709,959,CNN,Neutral
1710,960,Fox,Does not mention
1711,960,Fox,Does not mention
1712,961,CNN,Does not mention
1713,961,CNN,Does not mention
1714,963,CNN,Supports
1715,963,CNN,Supports
1716,965,CNN,Supports
1717,965,CNN,Supports
1718,966,MSNBC,Supports
1719,966,MSNBC,Supports
1720,967,CNN,Supports
1721,967,CNN,Supports
1722,968,CNN,Does not mention
1723,968,CNN,Does not mention
1724,969,CNN,Does not mention
1725,969,CNN,Does not mention
1726,970,Fox,Does not mention
1727,970,Fox,Does not mention
1728,971,CBS,Does not mention
1729,971,CBS,Does not mention
1730,972,MSNBC,Does not mention
1731,972,MSNBC,Neutral
1732,973,CBS,Does not mention
1733,973,CBS,Does not mention
1734,974,CNN,Does not mention
1735,974,CNN,Does not mention
1736,975,CNN,Neutral
1737,975,CNN,Neutral
1738,977,CNN,Does not mention
1739,977,CNN,Supports
1740,978,Fox,Neutral
1741,978,Fox,Neutral
1742,979,CNN,Neutral
1743,979,CNN,Neutral
1744,980,Fox,Does not mention
1745,980,Fox,Opposes
1746,981,CNN,Does not mention
1747,981,CNN,Does not mention
1748,982,MSNBC,Neutral
1749,982,MSNBC,Neutral
1750,983,MSNBC,Does not mention
1751,983,MSNBC,Does not mention
1752,984,CNN,Supports
1753,984,CNN,Supports
1754,985,CNN,Does not mention
1755,985,CNN,Does not mention
1756,989,CNN,Supports
1757,989,CNN,Does not mention
1758,990,CNN,Does not mention
1759,990,CNN,Does not mention
1760,991,CNN,Does not mention
1761,991,CNN,Does not mention
1762,992,Fox,Supports
1763,992,Fox,Supports
1764,993,CNN,Does not mention
1765,993,CNN,Does not mention
1766,994,CNN,Does not mention
1767,994,CNN,Does not mention
1768,995,CNN,Does not mention
1769,995,CNN,Does not mention
1770,997,Fox,Opposes
1771,997,Fox,Opposes
1772,998,CNN,Does not mention
1773,998,CNN,Does not mention
1774,999,Fox,Does not mention
1775,999,Fox,Does not mention
1776,1000,MSNBC,Does not mention
1777,1000,MSNBC,Does not mention
1778,1001,Fox,Does not mention
1779,1001,Fox,Does not mention
1780,1002,CNN,Does not mention
1781,1002,CNN,Does not mention
1782,1003,Fox,Does not mention
1783,1003,Fox,Opposes
1784,1004,Fox,Opposes
1785,1004,Fox,Opposes
1786,1005,CNN,Supports
1787,1005,CNN,Supports
1788,1006,Fox,Opposes
1789,1006,Fox,Opposes
1790,1007,Fox,Opposes
1791,1007,Fox,Opposes
1792,1008,Fox,Opposes
1793,1008,Fox,Opposes
1794,1009,CNN,Does not mention
1795,1009,CNN,Does not mention
1796,1010,Fox,Neutral
1797,1010,Fox,Does not mention
1798,1011,Fox,Does not mention
1799,1011,Fox,Opposes
1800,1012,CNN,Debate
1801,1012,CNN,Debate
1802,1013,CNN,Does not mention
1803,1013,CNN,Does not mention
1804,1014,ABC,Does not mention
1805,1014,ABC,Does not mention
1806,1016,CNN,Does not mention
1807,1016,CNN,Does not mention
1808,1017,Fox,Does not mention
1809,1017,Fox,Does not mention
1810,1018,CBS,Does not mention
1811,1018,CBS,Does not mention
1812,1019,CNN,Does not mention
1813,1019,CNN,Does not mention
1814,1020,CNN,Does not mention
1815,1020,CNN,Does not mention
1816,1021,Fox,Does not mention
1817,1021,Fox,Does not mention
1818,1022,CBS,Does not mention
1819,1022,CBS,Does not mention
1820,1023,CNN,Does not mention
1821,1023,CNN,Does not mention
1822,1024,CNN,Does not mention
1823,1025,CNN,Supports
1824,1025,CNN,Supports
1825,1026,CBS,Does not mention
1826,1026,CBS,Does not mention
1827,1027,NBC,Does not mention
1828,1027,NBC,Does not mention
1829,1029,CBS,Neutral
1830,1029,CBS,Does not mention
1831,1030,CNN,Does not mention
1832,1030,CNN,Does not mention
1833,1031,CNN,Does not mention
1834,1031,CNN,Does not mention
1835,1032,MSNBC,Supports
1836,1032,MSNBC,Supports
1837,1033,CNN,Does not mention
1838,1033,CNN,Does not mention
1839,1034,CNN,Does not mention
1840,1034,CNN,Does not mention
1841,1035,CNN,Does not mention
1842,1035,CNN,Does not mention
1843,1036,CNN,Supports
1844,1036,CNN,Supports
1845,1037,CNN,Supports
1846,1037,CNN,Supports
1847,1038,Fox,Debate
1848,1038,Fox,Opposes
1849,1040,CNN,Does not mention
1850,1040,CNN,Does not mention
1851,1041,CBS,Does not mention
1852,1041,CBS,Does not mention
1853,1042,CNN,Does not mention
1854,1042,CNN,Does not mention
1855,1044,CNN,Supports
1856,1044,CNN,Supports
1857,1045,Fox,Neutral
1858,1045,Fox,Opposes
1859,1046,PBS,Supports
1860,1046,PBS,Supports
1861,1047,CNN,Supports
1862,1047,CNN,Supports
1863,1048,CNN,Does not mention
1864,1048,CNN,Does not mention
1865,1049,Fox,Opposes
1866,1049,Fox,Opposes
1867,1050,Fox,Supports
1868,1050,Fox,Does not mention
1869,1051,MSNBC,Does not mention
1870,1051,MSNBC,Does not mention
1871,1053,CNN,Does not mention
1872,1053,CNN,Does not mention
1873,1054,MSNBC,Does not mention
1874,1054,MSNBC,Does not mention
1875,1055,NBC,Does not mention
1876,1055,NBC,Does not mention
1877,1056,CNN,Does not mention
1878,1056,CNN,Does not mention
1879,1057,Fox,Does not mention
1880,1057,Fox,Does not mention
1881,1058,MSNBC,Supports
1882,1058,MSNBC,Supports
1883,1060,Fox,Does not mention
1884,1060,Fox,Does not mention
1885,1061,Fox,Does not mention
1886,1061,Fox,Does not mention
1887,1062,CNN,Supports
1888,1062,CNN,Supports
1889,1063,CBS,Neutral
1890,1063,CBS,Neutral
1891,1064,CNN,Supports
1892,1064,CNN,Supports
1893,1065,CNN,Neutral
1894,1065,CNN,Does not mention
1895,1066,CNN,Neutral
1896,1066,CNN,Neutral
1897,1067,ABC,Opposes
1898,1067,ABC,Opposes
1899,1068,CNN,Does not mention
1900,1068,CNN,Does not mention
1901,1069,CNN,Does not mention
1902,1069,CNN,Does not mention
1903,1070,CNN,Does not mention
1904,1070,CNN,Does not mention
1905,1071,Fox,Supports
1906,1071,Fox,Supports
1907,1072,CNN,Does not mention
1908,1072,CNN,Does not mention
1909,1073,MSNBC,Does not mention
1910,1073,MSNBC,Does not mention
1911,1074,MSNBC,Does not mention
1912,1074,MSNBC,Does not mention
1913,1075,CNN,Neutral
1914,1075,CNN,Neutral
1915,1076,ABC,Supports
1916,1076,ABC,Supports
1917,1077,CNN,Does not mention
1918,1077,CNN,Does not mention
1919,1078,CNN,Supports
1920,1078,CNN,Does not mention
1921,1079,CNN,Supports
1922,1079,CNN,Supports
1923,1080,CNN,Supports
1924,1080,CNN,Supports
